time_s,server_time_s,GX,GY,GZ,AX,AY,AZ,phase,subject,box_size,sensor_hand,surface,one_handed_carry
5.652,6.749,-11.6,-18.62,-17.4,0.88,-0.36,0.56,Laufen,David,big,L,table,False
5.664,6.749,-14.34,-19.23,-19.17,0.86,-0.32,0.5,Laufen,David,big,L,table,False
5.676,6.749,-21.18,-20.08,-21.61,0.84,-0.32,0.45,Laufen,David,big,L,table,False
5.688,6.749,-22.46,-15.81,-22.71,0.82,-0.32,0.42,Laufen,David,big,L,table,False
5.7,6.749,-21.73,-13.31,-24.17,0.83,-0.31,0.44,Laufen,David,big,L,table,False
5.712,6.749,-22.46,-9.34,-26.0,0.77,-0.33,0.47,Laufen,David,big,L,table,False
5.724,6.749,-23.01,-6.65,-26.31,0.74,-0.34,0.52,Laufen,David,big,L,table,False
5.736,6.749,-23.38,-10.56,-27.65,0.78,-0.36,0.52,Laufen,David,big,L,table,False
5.748,6.749,-21.85,-13.0,-27.71,0.81,-0.38,0.52,Laufen,David,big,L,table,False
5.76,6.749,-20.26,-7.81,-27.47,0.82,-0.39,0.51,Laufen,David,big,L,table,False
5.772,6.75,-16.97,0.43,-24.66,0.84,-0.41,0.5,Laufen,David,big,L,table,False
5.784,6.75,-11.35,2.87,-21.85,0.8,-0.41,0.52,Laufen,David,big,L,table,False
5.796,6.75,-8.85,2.75,-17.94,0.77,-0.42,0.53,Laufen,David,big,L,table,False
5.808,6.75,-4.46,0.18,-16.97,0.75,-0.45,0.53,Laufen,David,big,L,table,False
5.82,6.75,-1.83,-6.41,-15.32,0.73,-0.42,0.49,Laufen,David,big,L,table,False
5.832,6.75,-0.43,-8.06,-14.16,0.74,-0.41,0.47,Laufen,David,big,L,table,False
5.844,6.75,4.46,-9.58,-13.79,0.75,-0.37,0.44,Laufen,David,big,L,table,False
5.856,6.75,5.19,-7.14,-11.29,0.73,-0.36,0.43,Laufen,David,big,L,table,False
5.868,6.75,6.16,-5.8,-9.77,0.71,-0.33,0.41,Laufen,David,big,L,table,False
6.66,6.81,2.5,-31.8,0.55,0.78,-0.11,0.65,Laufen,David,big,L,table,False
6.672,6.816,-1.71,-29.79,-2.26,0.81,-0.1,0.63,Laufen,David,big,L,table,False
6.684,6.816,-5.07,-26.06,-4.39,0.83,-0.11,0.64,Laufen,David,big,L,table,False
6.696,6.816,-6.29,-22.58,-5.37,0.84,-0.13,0.64,Laufen,David,big,L,table,False
6.708,6.824,-7.2,-20.14,-6.04,0.84,-0.14,0.66,Laufen,David,big,L,table,False
6.72,6.85,-8.36,-19.23,-7.93,0.85,-0.18,0.65,Laufen,David,big,L,table,False
6.732,6.86,-8.73,-22.09,-10.25,0.9,-0.23,0.66,Laufen,David,big,L,table,False
6.744,6.873,-9.03,-20.08,-12.94,0.95,-0.29,0.65,Laufen,David,big,L,table,False
6.756,8.289,-8.36,-17.88,-15.26,0.93,-0.31,0.66,Laufen,David,big,L,table,False
6.768,8.289,-8.0,-17.4,-16.66,0.9,-0.32,0.66,Laufen,David,big,L,table,False
6.78,8.289,-6.96,-21.55,-18.68,0.86,-0.31,0.65,Laufen,David,big,L,table,False
6.792,8.289,-6.41,-24.11,-20.14,0.86,-0.32,0.61,Laufen,David,big,L,table,False
6.804,8.289,-5.68,-20.81,-18.37,0.91,-0.31,0.57,Laufen,David,big,L,table,False
6.816,8.289,-5.07,-15.99,-15.99,0.93,-0.3,0.55,Laufen,David,big,L,table,False
6.828,8.289,-1.22,-10.19,-10.44,0.93,-0.3,0.57,Laufen,David,big,L,table,False
6.84,8.289,1.22,-5.49,-4.76,0.93,-0.3,0.58,Laufen,David,big,L,table,False
6.852,8.289,1.65,-0.92,1.71,0.93,-0.32,0.6,Laufen,David,big,L,table,False
6.864,8.289,2.62,-1.95,6.71,0.93,-0.35,0.64,Laufen,David,big,L,table,False
6.876,8.289,0.18,-8.18,9.16,0.96,-0.39,0.67,Laufen,David,big,L,table,False
6.888,8.289,-4.09,-14.89,9.52,0.97,-0.45,0.66,Laufen,David,big,L,table,False
6.9,8.289,-8.67,-19.96,6.59,0.96,-0.5,0.61,Laufen,David,big,L,table,False
6.912,8.289,-14.89,-19.41,0.0,0.95,-0.49,0.59,Laufen,David,big,L,table,False
6.924,8.289,-19.84,-19.47,-6.77,0.9,-0.44,0.56,Laufen,David,big,L,table,False
6.936,8.289,-22.28,-19.41,-13.18,0.81,-0.39,0.54,Laufen,David,big,L,table,False
6.948,8.289,-26.18,-21.24,-16.48,0.78,-0.36,0.55,Laufen,David,big,L,table,False
6.96,8.289,-29.6,-22.28,-17.76,0.79,-0.32,0.53,Laufen,David,big,L,table,False
6.972,8.289,-31.19,-17.94,-18.31,0.8,-0.34,0.52,Laufen,David,big,L,table,False
6.984,8.289,-29.48,-14.47,-17.46,0.81,-0.37,0.55,Laufen,David,big,L,table,False
6.996,8.289,-25.39,-8.97,-16.6,0.87,-0.39,0.56,Laufen,David,big,L,table,False
7.008,8.289,-21.18,-2.2,-17.09,0.87,-0.43,0.57,Laufen,David,big,L,table,False
7.02,8.289,-17.52,0.61,-15.93,0.88,-0.44,0.58,Laufen,David,big,L,table,False
7.032,8.289,-13.31,1.83,-13.73,0.92,-0.46,0.59,Laufen,David,big,L,table,False
7.044,8.289,-7.81,3.05,-13.31,0.93,-0.5,0.57,Laufen,David,big,L,table,False
7.056,8.289,-3.66,5.0,-12.21,0.86,-0.5,0.55,Laufen,David,big,L,table,False
7.068,8.289,2.38,4.33,-11.78,0.83,-0.48,0.55,Laufen,David,big,L,table,False
7.08,8.289,8.24,3.42,-11.96,0.78,-0.45,0.54,Laufen,David,big,L,table,False
7.092,8.289,11.23,0.79,-11.72,0.74,-0.42,0.5,Laufen,David,big,L,table,False
7.104,8.289,11.6,-0.43,-12.27,0.74,-0.39,0.46,Laufen,David,big,L,table,False
7.116,8.289,12.94,0.67,-12.27,0.74,-0.39,0.46,Laufen,David,big,L,table,False
7.128,8.381,13.85,2.5,-12.08,0.7,-0.37,0.45,Absetzen,David,big,L,table,False
7.14,8.381,15.08,1.95,-11.23,0.69,-0.34,0.44,Absetzen,David,big,L,table,False
7.152,8.381,14.95,0.67,-11.35,0.67,-0.34,0.43,Absetzen,David,big,L,table,False
7.164,8.381,12.82,0.24,-9.09,0.64,-0.33,0.45,Absetzen,David,big,L,table,False
7.176,8.381,8.97,0.06,-7.32,0.69,-0.34,0.48,Absetzen,David,big,L,table,False
7.188,8.381,7.02,0.79,-5.92,0.71,-0.36,0.48,Absetzen,David,big,L,table,False
7.2,8.381,7.81,-1.71,-3.3,0.7,-0.35,0.48,Absetzen,David,big,L,table,False
7.212,8.381,6.96,-2.99,-0.85,0.68,-0.35,0.48,Absetzen,David,big,L,table,False
7.224,8.381,8.3,-8.67,0.73,0.69,-0.36,0.5,Absetzen,David,big,L,table,False
7.236,8.381,8.73,-11.6,1.59,0.69,-0.33,0.49,Absetzen,David,big,L,table,False
7.248,8.381,7.02,-11.72,2.93,0.7,-0.33,0.48,Absetzen,David,big,L,table,False
7.26,8.381,9.34,-14.4,3.17,0.7,-0.36,0.49,Absetzen,David,big,L,table,False
7.272,8.381,11.35,-14.47,3.17,0.72,-0.33,0.48,Absetzen,David,big,L,table,False
7.284,8.381,13.43,-15.87,1.95,0.74,-0.33,0.47,Absetzen,David,big,L,table,False
7.296,8.381,15.38,-15.63,2.93,0.74,-0.33,0.49,Absetzen,David,big,L,table,False
7.308,8.381,17.52,-15.08,3.42,0.77,-0.34,0.5,Absetzen,David,big,L,table,False
7.32,8.381,22.09,-16.6,4.46,0.8,-0.39,0.52,Absetzen,David,big,L,table,False
7.332,8.381,25.57,-17.7,7.2,0.82,-0.42,0.53,Absetzen,David,big,L,table,False
7.344,8.381,28.87,-21.18,8.36,0.83,-0.44,0.53,Absetzen,David,big,L,table,False
7.356,8.381,32.41,-20.75,10.38,0.85,-0.47,0.54,Absetzen,David,big,L,table,False
7.368,8.381,38.21,-18.13,10.31,0.87,-0.47,0.56,Absetzen,David,big,L,table,False
7.38,8.382,39.73,-14.16,11.84,0.85,-0.44,0.61,Absetzen,David,big,L,table,False
7.392,8.382,40.34,-11.41,12.45,0.83,-0.41,0.61,Absetzen,David,big,L,table,False
7.404,8.382,40.53,-11.41,14.71,0.78,-0.41,0.62,Absetzen,David,big,L,table,False
7.416,8.382,40.41,-11.47,16.3,0.82,-0.44,0.65,Absetzen,David,big,L,table,False
7.428,8.382,42.48,-16.05,18.31,0.82,-0.47,0.67,Absetzen,David,big,L,table,False
7.44,8.382,43.33,-20.45,21.12,0.85,-0.5,0.69,Absetzen,David,big,L,table,False
7.452,8.382,44.37,-22.16,22.52,0.86,-0.55,0.74,Absetzen,David,big,L,table,False
8.295,8.412,-26.98,-17.82,-6.9,0.83,-0.46,0.48,Absetzen,David,big,L,table,False
8.307,8.425,-25.39,-14.83,-5.98,0.85,-0.45,0.5,Absetzen,David,big,L,table,False
8.319,8.434,-24.17,-14.71,-5.37,0.82,-0.47,0.5,Absetzen,David,big,L,table,False
8.331,8.449,-23.25,-17.21,-2.75,0.82,-0.49,0.52,Absetzen,David,big,L,table,False
8.343,8.462,-20.26,-18.25,-2.99,0.87,-0.46,0.52,Absetzen,David,big,L,table,False
8.355,8.496,-15.81,-16.42,-3.48,0.87,-0.45,0.54,Absetzen,David,big,L,table,False
8.367,8.52,-11.84,-17.52,-3.05,0.86,-0.44,0.54,Absetzen,David,big,L,table,False
8.379,8.52,-8.97,-17.88,-1.95,0.87,-0.4,0.53,Absetzen,David,big,L,table,False
8.391,8.52,-7.08,-17.21,-2.75,0.85,-0.43,0.54,Absetzen,David,big,L,table,False
8.403,8.52,-4.46,-17.52,-2.32,0.84,-0.41,0.5,Absetzen,David,big,L,table,False
8.415,8.53,-1.46,-18.62,-3.54,0.86,-0.39,0.47,Absetzen,David,big,L,table,False
8.427,8.55,1.89,-19.29,-4.76,0.84,-0.39,0.44,Absetzen,David,big,L,table,False
8.439,8.556,2.32,-14.59,-5.37,0.83,-0.39,0.42,Absetzen,David,big,L,table,False
8.451,8.566,3.3,-13.31,-7.08,0.83,-0.38,0.44,Absetzen,David,big,L,table,False
8.463,8.599,3.78,-11.9,-9.46,0.82,-0.39,0.45,Absetzen,David,big,L,table,False
8.475,8.599,4.64,-12.76,-10.8,0.82,-0.4,0.47,Absetzen,David,big,L,table,False
8.487,8.605,4.15,-14.47,-13.61,0.81,-0.42,0.46,Absetzen,David,big,L,table,False
8.499,8.614,4.21,-17.09,-15.99,0.81,-0.42,0.48,Absetzen,David,big,L,table,False
8.511,8.628,4.33,-16.6,-17.33,0.81,-0.42,0.47,Absetzen,David,big,L,table,False
8.523,8.638,3.72,-15.5,-18.25,0.82,-0.44,0.45,Absetzen,David,big,L,table,False
8.535,8.653,5.55,-18.62,-16.17,0.85,-0.48,0.44,Absetzen,David,big,L,table,False
8.547,8.663,9.34,-20.57,-11.17,0.93,-0.53,0.49,Absetzen,David,big,L,table,False
8.559,8.676,15.81,-11.66,-6.9,0.94,-0.56,0.55,Absetzen,David,big,L,table,False
8.571,8.701,19.35,-4.76,-2.14,0.91,-0.56,0.55,Absetzen,David,big,L,table,False
8.583,8.711,22.22,-4.88,0.55,0.8,-0.53,0.54,Absetzen,David,big,L,table,False
8.595,8.717,27.71,-8.79,2.99,0.72,-0.46,0.54,Absetzen,David,big,L,table,False
8.607,8.725,30.7,-9.58,5.25,0.74,-0.41,0.52,Absetzen,David,big,L,table,False
8.619,8.737,30.94,-5.92,7.02,0.77,-0.35,0.55,Absetzen,David,big,L,table,False
8.631,8.79,27.47,-4.46,8.24,0.72,-0.33,0.56,Absetzen,David,big,L,table,False
8.643,8.802,22.46,-9.4,7.45,0.76,-0.33,0.59,Absetzen,David,big,L,table,False
8.655,8.802,18.98,-11.54,4.03,0.75,-0.34,0.59,Absetzen,David,big,L,table,False
8.667,8.802,13.43,-8.79,0.18,0.79,-0.32,0.58,Absetzen,David,big,L,table,False
8.679,8.802,11.11,-5.19,-2.26,0.79,-0.29,0.57,Absetzen,David,big,L,table,False
8.691,8.812,9.52,-2.75,-2.32,0.77,-0.28,0.58,Absetzen,David,big,L,table,False
8.703,8.82,4.46,-0.12,-0.67,0.76,-0.3,0.59,Absetzen,David,big,L,table,False
8.715,8.832,1.16,-3.3,-0.37,0.81,-0.34,0.58,Absetzen,David,big,L,table,False
8.727,8.854,0.67,-4.58,0.85,0.82,-0.36,0.58,Absetzen,David,big,L,table,False
8.739,8.861,-0.37,-5.0,1.22,0.82,-0.39,0.56,Absetzen,David,big,L,table,False
8.751,8.867,2.2,-4.39,4.33,0.77,-0.4,0.55,Absetzen,David,big,L,table,False
8.763,8.878,4.76,-6.59,5.86,0.76,-0.38,0.55,Absetzen,David,big,L,table,False
8.775,8.922,5.68,-10.01,5.68,0.74,-0.39,0.55,Absetzen,David,big,L,table,False
8.787,8.922,4.94,-15.87,4.58,0.79,-0.39,0.53,Absetzen,David,big,L,table,False
8.799,8.922,4.03,-16.42,5.0,0.79,-0.42,0.5,Absetzen,David,big,L,table,False
8.811,8.935,4.21,-16.3,3.85,0.77,-0.41,0.51,Absetzen,David,big,L,table,False
8.823,8.941,7.02,-16.66,3.97,0.8,-0.4,0.52,Absetzen,David,big,L,table,False
8.835,8.949,10.93,-17.88,2.93,0.78,-0.42,0.53,Absetzen,David,big,L,table,False
8.847,8.963,10.38,-17.33,2.5,0.78,-0.43,0.55,Absetzen,David,big,L,table,False
8.86,8.98,10.56,-14.95,2.81,0.76,-0.42,0.55,Absetzen,David,big,L,table,False
8.872,9.005,11.11,-15.32,3.78,0.74,-0.41,0.55,Absetzen,David,big,L,table,False
8.884,9.013,13.31,-17.82,3.91,0.75,-0.39,0.56,Absetzen,David,big,L,table,False
8.896,9.013,14.77,-19.59,4.94,0.76,-0.39,0.54,Absetzen,David,big,L,table,False
8.908,9.023,13.61,-18.8,4.58,0.77,-0.44,0.52,Absetzen,David,big,L,table,False
8.92,9.036,14.95,-16.48,3.78,0.79,-0.44,0.54,Absetzen,David,big,L,table,False
8.932,9.055,17.03,-16.24,3.36,0.77,-0.44,0.56,Absetzen,David,big,L,table,False
8.944,9.063,17.76,-17.46,2.44,0.77,-0.43,0.58,Absetzen,David,big,L,table,False
8.956,9.073,18.19,-19.47,0.67,0.79,-0.42,0.59,Absetzen,David,big,L,table,False
8.968,9.083,16.05,-18.98,0.24,0.78,-0.42,0.56,Absetzen,David,big,L,table,False
8.98,9.114,16.97,-20.39,-2.2,0.79,-0.42,0.55,Absetzen,David,big,L,table,False
8.992,9.114,16.24,-19.17,-1.71,0.77,-0.42,0.57,Absetzen,David,big,L,table,False
9.004,9.124,16.3,-21.18,-3.3,0.76,-0.41,0.56,Absetzen,David,big,L,table,False
9.016,9.131,15.69,-21.91,-4.88,0.76,-0.4,0.56,Absetzen,David,big,L,table,False
9.028,9.146,16.05,-23.32,-6.47,0.78,-0.38,0.54,Absetzen,David,big,L,table,False
9.04,9.155,14.04,-21.91,-5.92,0.77,-0.39,0.54,Absetzen,David,big,L,table,False
9.052,9.169,13.12,-20.75,-5.86,0.78,-0.4,0.55,Absetzen,David,big,L,table,False
9.064,9.178,13.92,-21.85,-6.9,0.75,-0.37,0.57,Absetzen,David,big,L,table,False
9.076,9.193,13.67,-22.58,-7.51,0.74,-0.35,0.58,Absetzen,David,big,L,table,False
9.088,9.215,12.7,-22.95,-8.06,0.76,-0.34,0.55,Absetzen,David,big,L,table,False
9.1,9.228,12.39,-21.42,-6.47,0.78,-0.34,0.56,Absetzen,David,big,L,table,False
9.112,9.238,11.35,-20.69,-5.8,0.76,-0.32,0.55,Absetzen,David,big,L,table,False
9.124,9.245,10.8,-21.06,-4.52,0.77,-0.32,0.55,Absetzen,David,big,L,table,False
9.136,9.253,10.56,-20.39,-4.76,0.77,-0.34,0.54,Absetzen,David,big,L,table,False
9.149,9.269,10.99,-22.83,-4.82,0.76,-0.35,0.56,Absetzen,David,big,L,table,False
9.161,9.276,10.25,-21.24,-4.39,0.8,-0.33,0.54,Absetzen,David,big,L,table,False
9.173,9.294,10.68,-20.94,-4.52,0.78,-0.33,0.54,Absetzen,David,big,L,table,False
9.185,9.315,10.01,-18.01,-3.3,0.78,-0.34,0.54,Absetzen,David,big,L,table,False
9.197,9.315,10.8,-18.25,-2.5,0.78,-0.35,0.55,Absetzen,David,big,L,table,False
9.209,9.341,10.44,-19.17,-2.87,0.78,-0.36,0.53,Absetzen,David,big,L,table,False
9.221,9.341,11.35,-17.4,-1.89,0.78,-0.34,0.54,Absetzen,David,big,L,table,False
9.233,9.348,10.68,-17.09,-2.08,0.78,-0.34,0.54,Absetzen,David,big,L,table,False
9.246,9.362,9.64,-17.27,-1.89,0.81,-0.34,0.53,Absetzen,David,big,L,table,False
9.259,9.376,7.57,-14.16,-2.69,0.81,-0.38,0.56,Absetzen,David,big,L,table,False
9.271,9.387,6.77,-15.26,-3.36,0.82,-0.42,0.59,Absetzen,David,big,L,table,False
9.283,9.41,5.37,-15.63,-4.15,0.8,-0.43,0.61,Absetzen,David,big,L,table,False
9.316,9.43,5.49,-21.97,-5.0,0.76,-0.36,0.54,Absetzen,David,big,L,table,False
9.328,9.445,3.36,-22.4,-3.72,0.75,-0.34,0.53,Absetzen,David,big,L,table,False
9.34,9.455,2.93,-21.55,-4.27,0.72,-0.33,0.53,Absetzen,David,big,L,table,False
9.352,9.469,2.2,-20.2,-2.99,0.71,-0.31,0.5,Absetzen,David,big,L,table,False
9.365,9.483,1.59,-15.99,-2.01,0.67,-0.3,0.51,Absetzen,David,big,L,table,False
9.377,9.492,1.28,-17.21,-1.28,0.64,-0.25,0.53,Absetzen,David,big,L,table,False
9.389,9.53,-0.55,-21.55,-1.28,0.7,-0.27,0.51,Absetzen,David,big,L,table,False
9.401,9.53,-1.65,-21.48,-0.12,0.75,-0.33,0.48,Absetzen,David,big,L,table,False
9.413,9.536,0.73,-16.6,-0.31,0.76,-0.33,0.48,Absetzen,David,big,L,table,False
9.425,9.547,3.36,-9.58,1.1,0.75,-0.29,0.49,Absetzen,David,big,L,table,False
9.437,9.554,3.3,-3.3,3.05,0.7,-0.26,0.51,Absetzen,David,big,L,table,False
9.449,9.564,2.99,-4.09,4.88,0.68,-0.24,0.53,Absetzen,David,big,L,table,False
9.461,9.58,2.56,-8.18,7.2,0.64,-0.2,0.52,Absetzen,David,big,L,table,False
9.473,9.587,-2.14,-11.6,10.13,0.64,-0.17,0.49,Absetzen,David,big,L,table,False
9.485,9.622,-6.53,-14.16,13.37,0.7,-0.2,0.46,Absetzen,David,big,L,table,False
9.497,9.628,-3.54,-18.25,17.4,0.73,-0.26,0.45,Absetzen,David,big,L,table,False
9.509,9.629,-2.81,-14.65,21.61,0.72,-0.29,0.44,Absetzen,David,big,L,table,False
9.521,9.637,-5.0,-2.93,20.69,0.78,-0.29,0.42,Absetzen,David,big,L,table,False
9.533,9.648,-2.93,14.77,21.91,0.71,-0.29,0.47,Absetzen,David,big,L,table,False
9.545,9.663,-2.08,20.94,27.83,0.62,-0.26,0.51,Absetzen,David,big,L,table,False
9.558,9.676,-0.67,14.71,32.47,0.54,-0.24,0.56,Absetzen,David,big,L,table,False
9.57,9.685,-4.33,5.07,37.29,0.52,-0.2,0.58,Absetzen,David,big,L,table,False
9.582,9.698,-12.76,-6.1,37.84,0.6,-0.24,0.53,Absetzen,David,big,L,table,False
9.594,9.721,-14.95,-13.73,44.25,0.58,-0.33,0.51,Absetzen,David,big,L,table,False
9.606,9.728,-11.6,-13.85,48.52,0.63,-0.35,0.46,Absetzen,David,big,L,table,False
9.618,9.738,-11.29,-3.72,49.74,0.69,-0.4,0.49,Absetzen,David,big,L,table,False
9.63,9.745,-13.49,3.05,53.34,0.77,-0.51,0.54,Absetzen,David,big,L,table,False
9.642,9.758,-16.36,1.34,63.6,0.9,-0.69,0.59,Absetzen,David,big,L,table,False
9.654,9.772,-14.47,4.46,66.28,0.83,-0.85,0.58,Absetzen,David,big,L,table,False
9.666,9.788,-5.68,-1.04,62.13,0.76,-0.85,0.59,Absetzen,David,big,L,table,False
9.678,9.8,0.43,-2.56,53.59,0.79,-0.79,0.67,Absetzen,David,big,L,table,False
9.69,9.812,-2.81,-5.43,44.98,0.75,-0.69,0.66,Absetzen,David,big,L,table,False
9.702,9.822,-5.07,-16.97,42.66,0.69,-0.71,0.63,Absetzen,David,big,L,table,False
9.714,9.832,-1.59,-22.46,39.25,0.65,-0.67,0.62,Absetzen,David,big,L,table,False
9.726,9.842,-0.92,-28.99,36.56,0.61,-0.65,0.64,Absetzen,David,big,L,table,False
9.738,9.854,-5.31,-26.31,36.38,0.64,-0.64,0.61,Absetzen,David,big,L,table,False
9.75,9.869,-12.7,-19.17,35.34,0.66,-0.67,0.53,Absetzen,David,big,L,table,False
9.762,9.879,-11.6,-9.28,34.36,0.68,-0.74,0.53,Absetzen,David,big,L,table,False
9.774,9.891,-5.98,-6.23,36.87,0.7,-0.72,0.54,Absetzen,David,big,L,table,False
9.786,9.901,-5.13,-4.03,40.65,0.7,-0.74,0.52,Absetzen,David,big,L,table,False
9.798,9.933,-1.4,-1.89,38.33,0.64,-0.77,0.52,Absetzen,David,big,L,table,False
9.81,9.934,5.86,-2.32,34.61,0.63,-0.72,0.52,Absetzen,David,big,L,table,False
9.822,9.944,8.18,-2.08,31.8,0.67,-0.68,0.49,Absetzen,David,big,L,table,False
9.834,9.952,8.18,-0.43,28.2,0.62,-0.72,0.51,Absetzen,David,big,L,table,False
9.846,9.961,10.99,0.61,26.0,0.54,-0.67,0.51,Absetzen,David,big,L,table,False
9.858,9.975,9.95,-4.76,21.55,0.52,-0.66,0.55,Absetzen,David,big,L,table,False
9.87,9.985,6.96,-9.28,22.4,0.55,-0.65,0.56,Absetzen,David,big,L,table,False
9.882,9.999,-0.92,-8.85,20.08,0.56,-0.7,0.56,Absetzen,David,big,L,table,False
9.894,10.017,-7.14,-8.3,19.1,0.51,-0.7,0.57,Absetzen,David,big,L,table,False
9.906,10.032,-11.66,-15.87,16.24,0.56,-0.74,0.52,Absetzen,David,big,L,table,False
9.918,10.059,-8.06,-12.76,16.85,0.61,-0.76,0.52,Absetzen,David,big,L,table,False
9.93,10.059,-2.81,-10.19,15.81,0.62,-0.73,0.49,Absetzen,David,big,L,table,False
9.942,10.059,1.77,-13.55,15.08,0.67,-0.74,0.51,Absetzen,David,big,L,table,False
9.954,10.069,6.29,-13.43,16.72,0.65,-0.71,0.53,Absetzen,David,big,L,table,False
9.966,10.083,5.49,-10.68,15.81,0.62,-0.68,0.61,Absetzen,David,big,L,table,False
9.978,10.102,0.31,-10.44,14.89,0.56,-0.66,0.61,Absetzen,David,big,L,table,False
9.99,10.108,-5.25,-18.49,13.61,0.5,-0.68,0.57,Absetzen,David,big,L,table,False
10.002,10.134,-4.58,-19.53,10.38,0.56,-0.72,0.53,Absetzen,David,big,L,table,False
10.015,10.156,-1.4,-11.47,9.77,0.55,-0.7,0.52,Absetzen,David,big,L,table,False
10.027,10.156,-2.14,-10.19,7.81,0.58,-0.66,0.54,Absetzen,David,big,L,table,False
10.039,10.163,-3.05,-11.11,9.52,0.54,-0.65,0.51,Absetzen,David,big,L,table,False
10.051,10.169,-4.58,-15.56,8.24,0.56,-0.71,0.52,Absetzen,David,big,L,table,False
10.063,10.178,-0.73,-16.48,7.81,0.59,-0.7,0.49,Absetzen,David,big,L,table,False
10.075,10.196,3.36,-13.12,8.24,0.64,-0.68,0.49,Absetzen,David,big,L,table,False
10.087,10.203,6.35,-3.54,6.59,0.57,-0.63,0.55,Absetzen,David,big,L,table,False
10.099,10.231,2.93,-3.72,10.68,0.54,-0.64,0.58,Absetzen,David,big,L,table,False
10.111,10.24,-2.87,-5.55,12.51,0.51,-0.68,0.54,Absetzen,David,big,L,table,False
10.123,10.24,-1.53,-9.4,13.12,0.54,-0.73,0.51,Absetzen,David,big,L,table,False
10.135,10.252,1.53,-4.03,12.82,0.55,-0.74,0.53,Absetzen,David,big,L,table,False
10.147,10.264,5.07,-2.44,8.91,0.51,-0.76,0.57,Absetzen,David,big,L,table,False
10.159,10.274,-2.44,-5.55,20.57,0.31,-0.66,0.45,Absetzen,David,big,L,table,False
10.171,10.289,9.52,21.85,12.02,0.28,-1.08,0.44,Absetzen,David,big,L,table,False
10.183,10.299,46.2,-23.38,-15.2,0.97,-0.59,0.75,Absetzen,David,big,L,table,False
10.195,10.318,6.9,-25.82,-3.66,0.67,-0.66,0.54,Absetzen,David,big,L,table,False
10.207,10.339,21.42,-9.46,-9.58,0.64,-0.83,0.63,Absetzen,David,big,L,table,False
10.219,10.346,22.77,-4.46,-7.32,0.42,-0.55,0.73,Absetzen,David,big,L,table,False
10.231,10.353,28.02,-25.39,-7.45,1.0,-1.17,0.88,Absetzen,David,big,L,table,False
10.243,10.36,32.9,4.46,-13.55,0.77,-0.17,0.68,Absetzen,David,big,L,table,False
10.255,10.37,-2.44,8.91,-2.56,0.46,-1.07,0.77,Absetzen,David,big,L,table,False
10.267,10.387,8.61,13.55,-5.8,0.73,-0.42,0.7,Absetzen,David,big,L,table,False
10.28,10.4,-18.68,22.83,0.61,0.59,-0.8,0.69,Absetzen,David,big,L,table,False
10.292,10.407,-13.98,29.85,5.37,0.61,-0.68,0.65,Absetzen,David,big,L,table,False
10.304,10.422,-22.64,32.35,4.58,0.59,-0.71,0.68,Absetzen,David,big,L,table,False
10.337,10.455,-22.16,52.25,10.07,0.64,-0.9,0.6,Absetzen,David,big,L,table,False
10.349,10.469,-15.69,56.4,6.29,0.54,-0.89,0.63,Absetzen,David,big,L,table,False
10.361,10.482,-12.7,66.22,5.98,0.57,-0.92,0.63,Absetzen,David,big,L,table,False
10.373,10.494,-7.93,86.55,7.39,0.42,-0.8,0.67,Absetzen,David,big,L,table,False
10.385,10.502,-38.51,97.78,30.58,0.38,-0.7,0.61,Absetzen,David,big,L,table,False
10.397,10.513,-36.74,70.8,-7.51,0.29,-0.87,0.63,Absetzen,David,big,L,table,False
10.409,10.556,-12.51,52.49,8.85,0.25,-0.82,0.61,Absetzen,David,big,L,table,False
10.421,10.557,-13.55,27.28,-10.13,0.36,-0.83,0.66,Absetzen,David,big,L,table,False
10.433,10.557,-13.06,23.01,-12.88,0.57,-0.96,0.72,Absetzen,David,big,L,table,False
10.445,10.563,-2.44,39.79,-12.21,0.65,-0.97,0.75,Absetzen,David,big,L,table,False
10.457,10.572,0.24,45.9,-18.31,0.63,-0.92,0.79,Absetzen,David,big,L,table,False
10.469,10.587,-3.3,45.1,-20.69,0.55,-0.99,0.71,Absetzen,David,big,L,table,False
10.481,10.596,3.11,37.11,-34.06,0.31,-1.05,0.62,Absetzen,David,big,L,table,False
10.493,10.609,26.25,26.06,-54.81,0.2,-1.09,0.58,Absetzen,David,big,L,table,False
10.505,10.625,58.41,15.99,-70.43,0.16,-1.09,0.56,Absetzen,David,big,L,table,False
10.517,10.642,83.92,6.96,-83.44,0.27,-1.06,0.59,Absetzen,David,big,L,table,False
10.529,10.649,95.95,5.13,-88.5,0.54,-1.06,0.67,Absetzen,David,big,L,table,False
10.541,10.658,91.37,8.97,-83.8,0.55,-1.03,0.64,Absetzen,David,big,L,table,False
10.553,10.674,78.92,-1.65,-87.83,0.39,-1.01,0.57,Absetzen,David,big,L,table,False
10.565,10.681,71.96,-29.66,-92.41,0.24,-0.92,0.49,Absetzen,David,big,L,table,False
10.577,10.697,72.75,-69.34,-94.48,0.21,-0.81,0.39,Absetzen,David,big,L,table,False
10.589,10.707,66.89,-102.97,-94.67,0.22,-0.57,0.4,Absetzen,David,big,L,table,False
10.601,10.716,19.23,-119.63,-78.25,0.33,-0.54,0.46,Absetzen,David,big,L,table,False
