time_s,server_time_s,GX,GY,GZ,AX,AY,AZ,phase,subject,box_size,sensor_hand,surface,one_handed_carry
5.155,5.319,-54.5,4.03,-13.98,-1.14,-0.06,-0.38,Laufen,David,small,R,table,False
5.167,5.325,-53.89,9.16,-18.98,-1.18,-0.09,-0.39,Laufen,David,small,R,table,False
5.179,5.333,-53.34,13.98,-21.91,-1.19,-0.12,-0.39,Laufen,David,small,R,table,False
5.191,5.371,-54.5,15.63,-23.32,-1.21,-0.16,-0.39,Laufen,David,small,R,table,False
5.203,5.371,-55.91,9.16,-25.57,-1.22,-0.15,-0.37,Laufen,David,small,R,table,False
5.215,5.383,-58.35,-3.85,-24.66,-1.18,-0.18,-0.33,Laufen,David,small,R,table,False
5.227,5.393,-58.41,-17.76,-25.15,-1.12,-0.18,-0.28,Laufen,David,small,R,table,False
5.239,5.566,-59.57,-24.11,-24.84,-1.08,-0.22,-0.26,Laufen,David,small,R,table,False
5.251,5.566,-53.77,-26.25,-22.22,-1.06,-0.18,-0.25,Laufen,David,small,R,table,False
5.263,5.567,-55.66,-31.07,-21.48,-1.01,-0.18,-0.18,Laufen,David,small,R,table,False
5.275,5.567,-55.3,-30.76,-22.22,-1.0,-0.18,-0.14,Laufen,David,small,R,table,False
5.287,5.567,-53.96,-26.73,-19.59,-0.91,-0.17,-0.11,Laufen,David,small,R,table,False
5.299,5.567,-50.05,-19.53,-17.76,-0.91,-0.13,-0.13,Laufen,David,small,R,table,False
5.311,5.567,-50.6,-19.53,-17.21,-0.87,-0.12,-0.02,Laufen,David,small,R,table,False
5.323,5.567,-50.78,-17.52,-14.71,-0.79,-0.13,-0.13,Laufen,David,small,R,table,False
5.335,5.567,-45.84,-17.76,-14.53,-0.77,-0.09,-0.12,Laufen,David,small,R,table,False
5.347,5.567,-41.81,-17.09,-14.53,-0.69,-0.07,-0.08,Laufen,David,small,R,table,False
5.359,5.567,-38.64,-18.62,-14.89,-0.75,-0.02,-0.1,Laufen,David,small,R,table,False
5.371,5.567,-39.67,-23.62,-17.27,-0.72,-0.04,-0.09,Laufen,David,small,R,table,False
5.383,5.567,-37.11,-20.51,-18.01,-0.58,-0.1,-0.08,Laufen,David,small,R,table,False
5.395,5.567,-28.69,-11.29,-18.74,-0.71,-0.04,0.0,Laufen,David,small,R,table,False
5.407,5.567,-29.05,-9.77,-21.48,-0.74,-0.07,0.02,Laufen,David,small,R,table,False
5.419,5.573,-21.73,-8.85,-25.15,-0.8,-0.09,0.06,Laufen,David,small,R,table,False
5.431,5.608,-21.18,-7.2,-26.86,-0.77,-0.05,0.03,Laufen,David,small,R,table,False
5.443,5.608,-21.73,1.34,-26.37,-0.82,-0.07,0.03,Laufen,David,small,R,table,False
5.455,5.618,-18.19,10.19,-27.83,-0.91,-0.09,-0.01,Laufen,David,small,R,table,False
5.467,5.631,-14.34,15.69,-28.87,-0.95,-0.12,-0.08,Laufen,David,small,R,table,False
5.479,5.642,-9.16,22.34,-28.14,-0.98,-0.16,-0.08,Laufen,David,small,R,table,False
5.491,5.65,-3.36,27.83,-24.9,-1.04,-0.14,-0.11,Laufen,David,small,R,table,False
5.503,5.66,-1.83,24.9,-21.85,-1.05,-0.11,-0.1,Laufen,David,small,R,table,False
5.515,5.678,-1.71,16.85,-17.64,-1.02,-0.1,-0.1,Laufen,David,small,R,table,False
5.527,5.686,-2.14,10.74,-11.96,-1.01,-0.08,-0.1,Laufen,David,small,R,table,False
5.539,5.711,-0.98,0.67,-8.12,-1.01,-0.09,-0.12,Laufen,David,small,R,table,False
5.551,5.729,2.2,-9.52,-6.71,-1.02,-0.1,-0.13,Laufen,David,small,R,table,False
5.563,5.729,7.02,-12.33,-3.6,-1.04,-0.14,-0.12,Laufen,David,small,R,table,False
5.575,5.738,12.94,-12.45,-2.2,-1.05,-0.15,-0.13,Laufen,David,small,R,table,False
5.587,5.752,15.99,-10.74,-1.28,-1.08,-0.17,-0.12,Laufen,David,small,R,table,False
5.599,5.763,21.18,-6.41,-1.71,-1.04,-0.23,-0.12,Laufen,David,small,R,table,False
5.611,5.769,28.14,1.46,-1.59,-1.01,-0.24,-0.08,Laufen,David,small,R,table,False
5.623,5.777,32.47,7.02,-0.73,-1.01,-0.24,-0.08,Laufen,David,small,R,table,False
5.635,5.795,35.77,9.03,-2.93,-1.02,-0.25,-0.09,Laufen,David,small,R,table,False
5.647,5.802,36.56,10.86,-3.36,-1.03,-0.27,-0.1,Laufen,David,small,R,table,False
5.659,5.813,38.94,13.24,-3.48,-1.06,-0.3,-0.13,Laufen,David,small,R,table,False
5.671,5.836,41.99,14.95,-6.1,-1.11,-0.31,-0.19,Laufen,David,small,R,table,False
5.683,5.844,44.8,15.44,-8.97,-1.18,-0.33,-0.23,Laufen,David,small,R,table,False
5.695,5.851,50.05,15.99,-13.18,-1.25,-0.39,-0.28,Laufen,David,small,R,table,False
5.707,5.861,54.32,18.07,-14.65,-1.36,-0.45,-0.28,Laufen,David,small,R,table,False
5.719,5.875,60.73,17.52,-15.2,-1.37,-0.46,-0.24,Laufen,David,small,R,table,False
5.731,5.888,61.04,17.88,-10.93,-1.33,-0.45,-0.16,Laufen,David,small,R,table,False
5.743,5.901,61.34,15.99,-5.25,-1.25,-0.41,-0.07,Laufen,David,small,R,table,False
5.755,5.912,57.8,15.56,2.38,-1.12,-0.37,-0.01,Laufen,David,small,R,table,False
5.767,5.921,53.83,10.07,9.4,-1.03,-0.32,0.03,Laufen,David,small,R,table,False
5.779,5.938,50.48,2.69,14.89,-0.94,-0.29,0.0,Laufen,David,small,R,table,False
5.791,5.954,47.55,-1.95,19.59,-0.89,-0.23,-0.03,Laufen,David,small,R,table,False
5.803,5.962,43.15,-7.57,22.22,-0.89,-0.21,-0.06,Laufen,David,small,R,table,False
5.815,5.969,40.53,-10.93,22.58,-0.88,-0.23,-0.09,Laufen,David,small,R,table,False
5.827,5.992,40.83,-8.54,21.97,-0.88,-0.2,-0.11,Laufen,David,small,R,table,False
5.839,6.003,41.2,-3.85,19.78,-0.87,-0.2,-0.11,Laufen,David,small,R,table,False
5.851,6.015,43.95,3.72,16.91,-0.85,-0.19,-0.12,Laufen,David,small,R,table,False
5.863,6.022,46.57,11.41,13.0,-0.82,-0.16,-0.09,Laufen,David,small,R,table,False
5.875,6.033,47.73,16.91,8.06,-0.81,-0.16,-0.08,Laufen,David,small,R,table,False
5.887,6.042,49.32,22.03,5.92,-0.81,-0.15,-0.03,Laufen,David,small,R,table,False
5.899,6.072,46.69,25.82,4.33,-0.81,-0.13,-0.02,Laufen,David,small,R,table,False
5.911,6.078,42.6,28.32,3.17,-0.81,-0.14,-0.02,Laufen,David,small,R,table,False
5.923,6.078,39.61,29.79,2.08,-0.83,-0.15,-0.03,Laufen,David,small,R,table,False
5.935,6.122,37.72,30.03,1.16,-0.83,-0.13,-0.05,Laufen,David,small,R,table,False
5.947,6.323,34.18,27.71,0.43,-0.87,-0.1,-0.08,Laufen,David,small,R,table,False
5.959,6.323,31.01,24.84,-0.24,-0.88,-0.11,-0.08,Laufen,David,small,R,table,False
5.971,6.323,27.04,22.89,-0.61,-0.92,-0.09,-0.07,Laufen,David,small,R,table,False
5.983,6.323,23.32,19.41,-1.53,-0.93,-0.13,-0.08,Laufen,David,small,R,table,False
5.995,6.323,19.9,16.78,-1.16,-0.93,-0.09,-0.05,Laufen,David,small,R,table,False
6.007,6.323,16.72,16.3,-1.77,-0.95,-0.11,-0.01,Laufen,David,small,R,table,False
6.019,6.323,13.79,16.72,-1.4,-0.94,-0.11,-0.0,Laufen,David,small,R,table,False
6.031,6.323,12.51,16.78,-0.73,-0.91,-0.09,0.0,Laufen,David,small,R,table,False
6.043,6.323,10.25,18.19,0.0,-0.94,-0.09,0.03,Laufen,David,small,R,table,False
6.055,6.323,7.93,16.85,-0.24,-0.93,-0.08,0.02,Laufen,David,small,R,table,False
6.067,6.323,5.62,14.77,-0.24,-0.93,-0.08,0.01,Laufen,David,small,R,table,False
6.079,6.323,2.38,12.39,-0.73,-0.94,-0.09,0.0,Laufen,David,small,R,table,False
6.091,6.323,-0.31,10.44,-0.12,-0.93,-0.11,0.01,Laufen,David,small,R,table,False
6.103,6.323,-3.72,10.07,0.61,-0.9,-0.08,-0.0,Laufen,David,small,R,table,False
6.115,6.323,-7.08,9.95,0.79,-0.94,-0.08,-0.0,Laufen,David,small,R,table,False
6.127,6.323,-11.47,7.69,-0.24,-0.92,-0.05,0.0,Laufen,David,small,R,table,False
6.139,6.323,-14.65,7.81,-2.2,-0.94,-0.04,-0.01,Laufen,David,small,R,table,False
6.151,6.323,-18.86,9.58,-4.21,-0.95,-0.03,-0.02,Laufen,David,small,R,table,False
6.184,6.342,-29.42,16.42,-12.82,-1.07,-0.12,-0.13,Laufen,David,small,R,table,False
6.196,6.352,-32.71,18.19,-14.16,-1.12,-0.16,-0.18,Laufen,David,small,R,table,False
6.208,6.372,-35.71,18.98,-13.73,-1.16,-0.18,-0.22,Laufen,David,small,R,table,False
6.22,6.379,-38.94,16.85,-13.24,-1.16,-0.2,-0.27,Laufen,David,small,R,table,False
6.232,6.386,-41.5,14.47,-11.47,-1.15,-0.2,-0.31,Laufen,David,small,R,table,False
6.244,6.404,-43.88,12.15,-9.7,-1.12,-0.18,-0.3,Laufen,David,small,R,table,False
6.256,6.413,-45.1,10.74,-9.4,-1.1,-0.18,-0.29,Laufen,David,small,R,table,False
6.268,6.432,-48.28,11.11,-10.56,-1.08,-0.14,-0.3,Laufen,David,small,R,table,False
6.28,6.753,-50.17,10.07,-12.82,-1.1,-0.15,-0.3,Laufen,David,small,R,table,False
6.292,6.753,-50.17,10.25,-14.71,-1.08,-0.17,-0.29,Laufen,David,small,R,table,False
6.304,6.753,-52.86,11.54,-15.87,-1.11,-0.16,-0.32,Laufen,David,small,R,table,False
6.316,6.753,-55.73,8.48,-14.4,-1.15,-0.17,-0.3,Laufen,David,small,R,table,False
6.328,6.753,-57.43,0.0,-13.43,-1.09,-0.18,-0.31,Laufen,David,small,R,table,False
6.34,6.753,-62.26,-6.29,-10.56,-1.09,-0.2,-0.32,Laufen,David,small,R,table,False
6.352,6.753,-62.74,-12.45,-9.03,-1.09,-0.21,-0.31,Laufen,David,small,R,table,False
6.364,6.753,-62.19,-21.48,-7.93,-1.07,-0.24,-0.3,Laufen,David,small,R,table,False
6.376,6.753,-57.68,-26.98,-9.64,-1.01,-0.24,-0.26,Laufen,David,small,R,table,False
6.388,6.753,-54.44,-27.83,-10.56,-1.01,-0.22,-0.22,Laufen,David,small,R,table,False
6.4,6.753,-52.43,-30.4,-13.06,-0.96,-0.22,-0.18,Laufen,David,small,R,table,False
6.412,6.753,-50.11,-28.02,-14.47,-0.94,-0.19,-0.15,Laufen,David,small,R,table,False
6.424,6.753,-50.29,-20.75,-15.32,-0.89,-0.18,-0.15,Laufen,David,small,R,table,False
6.436,6.753,-51.7,-15.63,-17.21,-0.95,-0.18,-0.19,Laufen,David,small,R,table,False
6.448,6.753,-49.8,-16.91,-18.55,-0.97,-0.2,-0.22,Laufen,David,small,R,table,False
6.46,6.753,-48.22,-18.62,-19.35,-0.96,-0.21,-0.22,Laufen,David,small,R,table,False
6.472,6.753,-46.26,-15.44,-18.49,-0.97,-0.22,-0.27,Laufen,David,small,R,table,False
6.484,6.753,-44.19,-14.83,-16.6,-0.99,-0.24,-0.26,Laufen,David,small,R,table,False
6.496,6.753,-41.75,-16.11,-15.5,-0.97,-0.24,-0.29,Laufen,David,small,R,table,False
6.508,6.753,-38.21,-15.5,-13.49,-0.97,-0.26,-0.28,Laufen,David,small,R,table,False
6.52,6.753,-33.75,-15.56,-11.11,-0.94,-0.23,-0.26,Laufen,David,small,R,table,False
6.532,6.753,-30.4,-14.53,-8.91,-0.9,-0.23,-0.23,Laufen,David,small,R,table,False
6.544,6.753,-25.82,-13.06,-7.08,-0.88,-0.23,-0.2,Laufen,David,small,R,table,False
6.556,6.753,-22.09,-13.98,-5.19,-0.85,-0.21,-0.18,Laufen,David,small,R,table,False
6.568,6.753,-18.68,-13.79,-4.64,-0.82,-0.21,-0.17,Laufen,David,small,R,table,False
6.58,6.753,-14.71,-10.68,-4.15,-0.8,-0.19,-0.18,Laufen,David,small,R,table,False
6.592,6.762,-10.8,-7.14,-4.21,-0.79,-0.17,-0.17,Laufen,David,small,R,table,False
6.604,6.762,-8.0,-3.3,-4.7,-0.81,-0.18,-0.19,Laufen,David,small,R,table,False
6.616,6.771,-2.5,0.06,-5.37,-0.81,-0.18,-0.2,Laufen,David,small,R,table,False
6.628,6.793,-0.12,2.93,-5.92,-0.84,-0.16,-0.21,Laufen,David,small,R,table,False
6.64,6.8,3.42,5.0,-7.57,-0.86,-0.16,-0.18,Laufen,David,small,R,table,False
6.652,6.825,5.19,5.49,-7.08,-0.88,-0.16,-0.19,Laufen,David,small,R,table,False
6.664,6.836,7.39,5.31,-6.65,-0.88,-0.16,-0.17,Laufen,David,small,R,table,False
6.676,6.836,9.7,5.31,-5.07,-0.9,-0.16,-0.16,Laufen,David,small,R,table,False
6.688,6.844,11.35,3.66,-4.46,-0.89,-0.15,-0.15,Laufen,David,small,R,table,False
6.701,6.864,13.12,2.44,-1.83,-0.92,-0.13,-0.14,Laufen,David,small,R,table,False
6.713,6.87,13.79,-1.1,-0.98,-0.92,-0.12,-0.13,Laufen,David,small,R,table,False
6.725,6.878,15.81,-4.94,-0.61,-0.94,-0.13,-0.11,Laufen,David,small,R,table,False
6.737,6.894,18.19,-7.2,-1.53,-0.96,-0.14,-0.12,Laufen,David,small,R,table,False
6.749,6.912,21.12,-6.1,-2.99,-0.97,-0.14,-0.1,Laufen,David,small,R,table,False
6.761,6.926,25.27,-3.17,-4.27,-1.0,-0.17,-0.14,Laufen,David,small,R,table,False
6.773,6.938,29.54,1.28,-5.68,-1.05,-0.2,-0.13,Laufen,David,small,R,table,False
6.785,6.963,33.94,5.0,-6.1,-1.07,-0.24,-0.16,Laufen,David,small,R,table,False
6.797,6.976,40.83,13.06,-5.98,-1.07,-0.26,-0.16,Laufen,David,small,R,table,False
6.809,6.976,44.62,16.17,-3.72,-1.11,-0.26,-0.18,Laufen,David,small,R,table,False
6.821,6.99,47.12,13.06,-3.3,-1.11,-0.24,-0.2,Laufen,David,small,R,table,False
6.833,7.045,49.26,7.51,-3.23,-1.14,-0.26,-0.21,Absetzen,David,small,R,table,False
6.845,7.045,52.49,3.85,-3.72,-1.18,-0.29,-0.23,Absetzen,David,small,R,table,False
6.857,7.045,54.69,3.11,-5.19,-1.22,-0.32,-0.26,Absetzen,David,small,R,table,False
6.869,7.045,57.19,5.49,-5.31,-1.23,-0.36,-0.25,Absetzen,David,small,R,table,False
6.881,7.092,57.98,11.29,-1.83,-1.21,-0.34,-0.21,Absetzen,David,small,R,table,False
6.893,7.092,57.25,10.38,1.4,-1.18,-0.35,-0.18,Absetzen,David,small,R,table,False
6.905,7.092,57.8,2.56,4.15,-1.13,-0.32,-0.12,Absetzen,David,small,R,table,False
6.917,7.092,56.64,-8.67,6.84,-1.04,-0.3,-0.08,Absetzen,David,small,R,table,False
6.929,7.092,57.07,-16.6,7.14,-0.96,-0.28,-0.04,Absetzen,David,small,R,table,False
6.941,7.139,57.01,-17.94,7.45,-0.93,-0.25,-0.02,Absetzen,David,small,R,table,False
6.953,7.139,56.03,-15.56,6.77,-0.88,-0.22,-0.01,Absetzen,David,small,R,table,False
6.965,7.139,52.98,-10.86,3.72,-0.82,-0.21,-0.02,Absetzen,David,small,R,table,False
6.977,7.161,51.21,-5.55,2.5,-0.83,-0.21,-0.05,Absetzen,David,small,R,table,False
6.989,7.161,49.44,-1.34,1.22,-0.83,-0.22,-0.05,Absetzen,David,small,R,table,False
7.001,7.161,48.22,-0.12,1.1,-0.83,-0.19,-0.06,Absetzen,David,small,R,table,False
7.013,7.242,45.29,-0.12,1.16,-0.83,-0.16,-0.08,Absetzen,David,small,R,table,False
7.025,7.297,43.27,-1.34,1.46,-0.82,-0.16,-0.08,Absetzen,David,small,R,table,False
7.037,7.297,42.54,-1.71,1.28,-0.82,-0.14,-0.11,Absetzen,David,small,R,table,False
7.049,7.297,41.08,0.0,0.49,-0.85,-0.15,-0.13,Absetzen,David,small,R,table,False
7.061,7.297,40.83,1.16,-1.46,-0.91,-0.18,-0.13,Absetzen,David,small,R,table,False
7.073,7.297,39.49,0.31,-5.07,-0.91,-0.19,-0.12,Absetzen,David,small,R,table,False
7.085,7.298,39.18,2.44,-7.26,-0.93,-0.21,-0.12,Absetzen,David,small,R,table,False
7.097,7.298,38.15,7.02,-9.34,-0.97,-0.23,-0.1,Absetzen,David,small,R,table,False
7.109,7.298,35.58,10.93,-11.66,-0.99,-0.25,-0.09,Absetzen,David,small,R,table,False
7.121,7.298,33.94,13.31,-12.27,-1.01,-0.28,-0.11,Absetzen,David,small,R,table,False
7.133,7.298,34.18,16.11,-12.08,-1.02,-0.29,-0.09,Absetzen,David,small,R,table,False
7.145,7.304,32.53,18.74,-11.05,-1.04,-0.28,-0.08,Absetzen,David,small,R,table,False
7.157,7.312,30.21,20.02,-8.97,-1.02,-0.27,-0.07,Absetzen,David,small,R,table,False
7.169,7.36,27.71,19.65,-5.92,-1.02,-0.24,-0.05,Absetzen,David,small,R,table,False
7.181,7.36,23.32,15.01,-4.03,-1.0,-0.21,-0.03,Absetzen,David,small,R,table,False
7.214,7.391,11.66,6.9,1.77,-0.98,-0.18,-0.03,Absetzen,David,small,R,table,False
7.226,7.399,9.46,6.35,2.69,-0.99,-0.19,-0.01,Absetzen,David,small,R,table,False
7.238,7.399,7.45,6.71,3.3,-0.95,-0.17,-0.02,Absetzen,David,small,R,table,False
7.25,7.405,5.37,7.45,3.85,-0.95,-0.15,0.01,Absetzen,David,small,R,table,False
7.262,7.415,2.99,7.32,5.0,-0.92,-0.15,-0.0,Absetzen,David,small,R,table,False
7.274,7.437,-1.59,6.41,7.14,-0.93,-0.14,0.01,Absetzen,David,small,R,table,False
7.286,7.448,-5.43,1.53,6.9,-0.92,-0.14,-0.01,Absetzen,David,small,R,table,False
7.298,7.454,-7.63,-0.98,7.39,-0.89,-0.15,0.01,Absetzen,David,small,R,table,False
7.31,7.479,-9.7,-0.61,7.57,-0.91,-0.16,0.01,Absetzen,David,small,R,table,False
7.322,7.485,-11.9,-0.43,5.86,-0.93,-0.13,-0.01,Absetzen,David,small,R,table,False
7.334,7.494,-14.89,-2.69,3.42,-0.97,-0.12,-0.03,Absetzen,David,small,R,table,False
7.346,7.501,-15.5,-5.37,-3.17,-1.05,-0.18,-0.04,Absetzen,David,small,R,table,False
7.359,7.513,-12.33,7.69,-12.51,-1.19,-0.33,-0.12,Absetzen,David,small,R,table,False
7.371,7.536,-9.28,23.13,-11.11,-1.23,-0.38,-0.15,Absetzen,David,small,R,table,False
7.383,7.543,-3.85,30.46,-8.61,-1.2,-0.35,-0.18,Absetzen,David,small,R,table,False
7.395,7.551,-3.72,25.63,-3.54,-1.07,-0.32,-0.15,Absetzen,David,small,R,table,False
7.407,7.571,-8.06,15.38,3.17,-0.94,-0.28,-0.11,Absetzen,David,small,R,table,False
7.419,7.618,-11.11,5.62,9.64,-0.9,-0.23,-0.11,Absetzen,David,small,R,table,False
7.431,7.826,-12.63,-5.43,12.7,-0.86,-0.16,-0.12,Absetzen,David,small,R,table,False
7.443,7.826,-15.56,-14.77,13.55,-0.83,-0.13,-0.13,Absetzen,David,small,R,table,False
7.455,7.826,-14.59,-15.32,10.99,-0.84,-0.15,-0.16,Absetzen,David,small,R,table,False
7.467,7.826,-11.47,-9.83,5.92,-0.89,-0.09,-0.15,Absetzen,David,small,R,table,False
7.479,7.826,-12.88,1.28,0.49,-0.88,-0.12,-0.17,Absetzen,David,small,R,table,False
7.491,7.826,-13.98,9.4,-4.09,-0.94,-0.12,-0.16,Absetzen,David,small,R,table,False
7.503,7.826,-14.4,19.71,-9.58,-0.96,-0.14,-0.17,Absetzen,David,small,R,table,False
7.515,7.826,-12.7,22.71,-11.96,-0.94,-0.18,-0.18,Absetzen,David,small,R,table,False
7.527,7.826,-12.33,23.32,-12.51,-0.96,-0.18,-0.16,Absetzen,David,small,R,table,False
7.539,7.826,-12.88,19.96,-13.12,-0.99,-0.21,-0.15,Absetzen,David,small,R,table,False
7.551,7.826,-11.41,15.69,-12.94,-0.99,-0.22,-0.15,Absetzen,David,small,R,table,False
7.563,7.826,-10.07,11.66,-12.21,-0.98,-0.21,-0.14,Absetzen,David,small,R,table,False
7.575,7.826,-10.07,8.54,-11.72,-0.98,-0.22,-0.12,Absetzen,David,small,R,table,False
7.587,7.826,-8.48,7.69,-11.6,-0.98,-0.21,-0.1,Absetzen,David,small,R,table,False
7.599,7.826,-8.0,5.74,-10.44,-1.01,-0.19,-0.09,Absetzen,David,small,R,table,False
7.611,7.826,-9.22,2.75,-9.52,-0.98,-0.2,-0.07,Absetzen,David,small,R,table,False
7.623,7.826,-9.16,1.53,-8.67,-1.01,-0.19,-0.08,Absetzen,David,small,R,table,False
7.635,7.826,-10.38,-2.87,-8.54,-0.97,-0.16,-0.06,Absetzen,David,small,R,table,False
7.647,7.826,-9.52,-4.21,-7.63,-1.02,-0.18,-0.07,Absetzen,David,small,R,table,False
7.659,7.827,-9.77,-11.35,-7.14,-1.0,-0.16,-0.05,Absetzen,David,small,R,table,False
7.671,7.978,-9.83,-16.36,-7.02,-1.05,-0.15,-0.1,Absetzen,David,small,R,table,False
7.683,7.978,-10.99,-26.86,-8.3,-0.97,-0.16,-0.02,Absetzen,David,small,R,table,False
7.695,7.978,-10.01,-31.8,-8.91,-0.99,-0.16,-0.03,Absetzen,David,small,R,table,False
7.707,7.978,-7.63,-42.48,-10.93,-0.98,-0.16,-0.04,Absetzen,David,small,R,table,False
7.719,7.978,-6.59,-48.89,-13.0,-0.87,-0.16,-0.02,Absetzen,David,small,R,table,False
7.731,7.996,-4.03,-52.19,-15.5,-0.84,-0.12,-0.01,Absetzen,David,small,R,table,False
7.743,7.996,-0.18,-63.17,-19.41,-0.83,-0.1,-0.01,Absetzen,David,small,R,table,False
7.755,7.996,0.24,-81.12,-23.68,-0.75,-0.09,0.06,Absetzen,David,small,R,table,False
7.767,7.996,0.85,-86.24,-28.38,-0.71,-0.11,0.05,Absetzen,David,small,R,table,False
7.779,7.996,4.76,-75.13,-32.9,-0.74,-0.13,0.04,Absetzen,David,small,R,table,False
7.791,7.996,3.97,-60.18,-36.74,-0.81,-0.16,0.05,Absetzen,David,small,R,table,False
7.803,7.996,2.01,-53.04,-37.9,-0.85,-0.19,0.03,Absetzen,David,small,R,table,False
7.815,7.996,-0.06,-48.58,-38.64,-0.87,-0.16,0.04,Absetzen,David,small,R,table,False
7.827,7.996,-3.85,-48.89,-40.83,-0.83,-0.15,0.02,Absetzen,David,small,R,table,False
7.839,8.011,-5.0,-51.33,-43.03,-0.81,-0.16,0.03,Absetzen,David,small,R,table,False
7.851,8.011,-5.55,-48.4,-47.55,-0.78,-0.13,0.04,Absetzen,David,small,R,table,False
7.863,8.021,-8.85,-37.41,-51.7,-0.78,-0.17,0.04,Absetzen,David,small,R,table,False
7.875,8.04,-11.35,-21.97,-52.73,-0.82,-0.24,0.04,Absetzen,David,small,R,table,False
7.888,8.049,-12.27,-13.43,-52.61,-0.96,-0.28,0.01,Absetzen,David,small,R,table,False
7.9,8.056,-3.05,-16.3,-56.15,-1.05,-0.36,0.03,Absetzen,David,small,R,table,False
7.912,8.066,3.66,-20.75,-56.88,-1.01,-0.33,0.05,Absetzen,David,small,R,table,False
7.924,8.082,2.01,-18.31,-56.64,-0.92,-0.24,0.09,Absetzen,David,small,R,table,False
7.936,8.09,-1.4,-6.53,-56.27,-0.88,-0.25,0.11,Absetzen,David,small,R,table,False
7.948,8.103,-7.02,0.18,-56.7,-0.89,-0.26,0.12,Absetzen,David,small,R,table,False
7.96,8.114,-13.24,-5.37,-58.78,-0.94,-0.27,0.09,Absetzen,David,small,R,table,False
7.972,8.127,-19.71,-16.42,-62.32,-0.87,-0.3,0.09,Absetzen,David,small,R,table,False
7.984,8.14,-19.23,-17.09,-65.43,-0.83,-0.38,0.04,Absetzen,David,small,R,table,False
7.996,8.156,-9.89,-8.18,-66.83,-0.9,-0.42,0.07,Absetzen,David,small,R,table,False
8.008,8.164,-1.28,-3.85,-67.57,-0.91,-0.42,0.09,Absetzen,David,small,R,table,False
8.02,8.185,1.46,-1.34,-66.53,-0.89,-0.43,0.11,Absetzen,David,small,R,table,False
8.032,8.201,0.92,1.95,-64.82,-0.88,-0.43,0.12,Absetzen,David,small,R,table,False
8.044,8.201,-1.04,1.65,-65.06,-0.86,-0.45,0.12,Absetzen,David,small,R,table,False
8.056,8.214,-2.69,8.91,-65.98,-0.85,-0.47,0.1,Absetzen,David,small,R,table,False
8.068,8.227,-5.07,15.99,-65.06,-0.9,-0.5,0.06,Absetzen,David,small,R,table,False
8.08,8.234,-0.79,28.69,-61.1,-0.97,-0.49,0.01,Absetzen,David,small,R,table,False
8.092,8.252,-3.6,14.71,-67.87,-0.97,-0.51,0.0,Absetzen,David,small,R,table,False
8.104,8.26,-0.98,8.42,-67.44,-0.96,-0.54,-0.05,Absetzen,David,small,R,table,False
8.116,8.271,2.2,7.32,-66.04,-0.91,-0.59,-0.08,Absetzen,David,small,R,table,False
8.128,8.294,6.1,10.13,-60.42,-0.91,-0.61,-0.03,Absetzen,David,small,R,table,False
8.14,8.301,10.5,13.73,-57.8,-0.91,-0.6,0.02,Absetzen,David,small,R,table,False
8.153,8.318,11.72,12.27,-54.5,-0.94,-0.61,0.1,Absetzen,David,small,R,table,False
8.165,8.325,7.14,10.8,-52.49,-0.96,-0.63,0.09,Absetzen,David,small,R,table,False
8.177,8.332,5.43,-2.62,-50.05,-0.93,-0.6,0.08,Absetzen,David,small,R,table,False
8.19,8.347,4.7,-8.97,-50.17,-0.9,-0.59,0.03,Absetzen,David,small,R,table,False
8.202,8.355,2.75,-2.2,-48.46,-0.9,-0.63,0.02,Absetzen,David,small,R,table,False
8.235,8.389,13.67,8.97,-43.15,-0.89,-0.73,0.03,Absetzen,David,small,R,table,False
8.247,8.404,23.5,9.89,-39.86,-0.89,-0.72,0.09,Absetzen,David,small,R,table,False
8.259,8.414,31.43,1.1,-36.93,-0.91,-0.71,0.12,Absetzen,David,small,R,table,False
8.271,8.436,20.08,-5.13,-36.19,-0.91,-0.66,0.11,Absetzen,David,small,R,table,False
8.283,8.442,11.35,-17.33,-33.94,-0.91,-0.7,0.13,Absetzen,David,small,R,table,False
8.295,8.461,7.57,-26.31,-32.96,-0.88,-0.71,0.11,Absetzen,David,small,R,table,False
8.307,8.474,6.65,-26.92,-32.35,-0.84,-0.68,0.09,Absetzen,David,small,R,table,False
8.319,8.474,4.03,-22.71,-33.51,-0.84,-0.69,0.08,Absetzen,David,small,R,table,False
8.331,8.49,2.32,-20.39,-35.71,-0.85,-0.69,0.08,Absetzen,David,small,R,table,False
8.343,8.505,2.26,-17.27,-39.37,-0.84,-0.69,0.11,Absetzen,David,small,R,table,False
8.355,8.513,3.42,-8.73,-41.93,-0.82,-0.74,0.18,Absetzen,David,small,R,table,False
8.367,8.523,-1.04,-4.15,-47.73,-0.72,-0.71,0.13,Absetzen,David,small,R,table,False
8.379,8.537,-4.52,-0.12,-50.17,-0.65,-0.67,0.13,Absetzen,David,small,R,table,False
8.391,8.545,-10.62,-3.48,-51.39,-0.68,-0.68,0.05,Absetzen,David,small,R,table,False
8.403,8.566,-12.57,-21.55,-52.55,-0.77,-0.76,0.04,Absetzen,David,small,R,table,False
8.415,8.574,-5.8,-41.69,-58.23,-0.74,-0.76,0.05,Absetzen,David,small,R,table,False
